candidate_count_at_time,eligible_candidate_count,mode,movie_index,paired_predicted_center_t,paired_predicted_center_x,paired_predicted_center_y,paired_predicted_center_z,production_time_index_int_truncation,selected_annotation_index,selected_annotation_x,selected_annotation_y,selected_annotation_z,selected_distance_voxels,selected_is_nearest,source_index,source_time,source_x,source_y,source_z
8,1,matched_groundtruth_centers,0,18.0,349.0,200.0,5.0,18,4,352.5,198.5,3.0,1.2529039370034436,True,71,18.0,352.0,198.0,4.034296028880866
6,1,matched_groundtruth_centers,0,13.0,777.0,458.0,5.0,14,2,775.5,454.25,3.5,0.7732866522046421,True,72,14.0,775.0,454.0,4.034296028880866
8,1,matched_groundtruth_centers,0,14.0,249.0,689.0,5.0,15,1,246.0,691.0,4.0,0.35215366705471496,True,73,15.0,246.0,691.0,4.352153667054715
5,1,matched_groundtruth_centers,0,2.0,974.0,545.0,4.0,3,0,974.5,543.0,4.0,0.6115653728098763,True,74,3.0,974.0,543.0,4.352153667054715
6,1,matched_groundtruth_centers,0,6.0,739.0,38.0,5.0,6,2,735.0,37.5,4.0,0.6115653728098763,True,75,6.0,735.0,37.0,4.352153667054715
6,1,matched_groundtruth_centers,0,7.0,900.0,377.0,4.0,8,1,903.0,377.0,3.5,0.534296028880866,True,76,8.0,903.0,377.0,4.034296028880866
9,1,matched_groundtruth_centers,0,11.0,587.0,237.0,4.0,11,7,590.5,239.5,3.0,1.2529039370034436,True,77,11.0,590.0,239.0,4.034296028880866
4,1,matched_groundtruth_centers,0,9.0,824.0,660.0,4.0,10,2,827.5,656.5,4.0,0.7899444317292723,True,78,10.0,827.0,656.0,4.352153667054715
6,1,matched_groundtruth_centers,0,5.0,321.0,717.0,4.0,5,5,325.5,715.0,3.5,0.7317596917553352,True,79,5.0,325.0,715.0,4.034296028880866
6,1,matched_groundtruth_centers,0,5.0,698.0,250.0,4.0,5,3,699.0,246.0,4.0,0.35215366705471496,True,80,5.0,699.0,246.0,4.352153667054715
8,1,matched_groundtruth_centers,0,19.0,437.0,190.0,4.0,19,1,440.0,186.5,5.0,0.6115653728098763,True,81,19.0,440.0,186.0,4.647846332945285
6,1,matched_groundtruth_centers,0,4.0,58.0,424.0,5.0,5,4,60.5,426.0,4.0,0.6115653728098763,True,82,5.0,60.0,426.0,4.352153667054715
6,1,matched_groundtruth_centers,0,4.0,555.0,181.0,4.0,5,1,553.5,176.5,3.5,0.8862687213694632,True,83,5.0,553.0,176.0,4.034296028880866
6,1,matched_groundtruth_centers,0,8.0,817.0,528.0,5.0,9,0,822.0,527.5,3.5,0.7317596917553352,True,84,9.0,822.0,527.0,4.034296028880866
6,1,matched_groundtruth_centers,0,8.0,1001.0,473.0,4.0,9,2,998.0,477.0,3.5,0.534296028880866,True,85,9.0,998.0,477.0,4.034296028880866
5,1,matched_groundtruth_centers,0,2.0,442.0,821.0,5.0,2,2,442.5,817.5,4.0,0.7899444317292723,True,86,2.0,442.0,817.0,4.352153667054715
6,1,matched_groundtruth_centers,0,4.0,628.0,510.0,5.0,5,0,631.5,514.0,3.5,0.7317596917553352,True,87,5.0,631.0,514.0,4.034296028880866
5,1,matched_groundtruth_centers,0,2.0,611.0,384.0,4.0,2,4,614.5,380.0,3.0,1.1488116796754502,True,88,2.0,614.0,380.0,4.034296028880866
5,1,matched_groundtruth_centers,0,12.0,175.0,339.0,4.0,12,2,171.5,335.0,3.0,1.1488116796754502,True,89,12.0,171.0,335.0,4.034296028880866
8,1,matched_groundtruth_centers,0,19.0,42.0,841.0,4.0,19,4,44.0,845.0,4.0,0.35215366705471496,True,90,19.0,44.0,845.0,4.352153667054715
4,1,matched_groundtruth_centers,0,7.0,600.0,134.0,5.0,7,3,600.5,129.0,5.0,0.6115653728098763,True,91,7.0,600.0,129.0,4.647846332945285
15,1,matched_groundtruth_centers,0,20.0,121.0,734.0,4.0,20,9,118.5,741.0,3.5,0.7317596917553352,True,92,20.0,118.0,741.0,4.034296028880866
5,1,matched_groundtruth_centers,0,3.0,663.0,614.0,4.0,3,1,661.0,611.5,5.0,0.6115653728098763,True,93,3.0,661.0,611.0,4.647846332945285
6,1,matched_groundtruth_centers,0,14.0,59.0,141.0,5.0,14,0,61.5,137.0,3.0,1.1488116796754502,True,94,14.0,61.0,137.0,4.034296028880866
5,1,matched_groundtruth_centers,0,3.0,914.0,45.0,5.0,3,4,914.5,40.5,4.5,0.7223977700445704,True,95,3.0,914.0,40.0,4.352153667054715
6,1,matched_groundtruth_centers,0,13.0,938.0,575.0,5.0,14,3,940.5,581.5,4.0,0.7899444317292723,True,96,14.0,940.0,581.0,4.352153667054715
6,1,matched_groundtruth_centers,0,16.0,527.0,151.0,4.0,16,1,530.0,146.0,3.0,1.034296028880866,True,97,16.0,530.0,146.0,4.034296028880866
6,1,matched_groundtruth_centers,0,6.0,191.0,747.0,5.0,6,0,192.0,742.0,4.0,0.35215366705471496,True,98,6.0,192.0,742.0,4.352153667054715
6,1,matched_groundtruth_centers,0,4.0,736.0,404.0,5.0,4,4,741.5,404.0,3.5,0.7317596917553352,True,99,4.0,741.0,404.0,4.034296028880866
6,1,matched_groundtruth_centers,0,8.0,552.0,145.0,4.0,8,0,557.5,146.0,3.5,0.7317596917553352,True,100,8.0,557.0,146.0,4.034296028880866
6,1,matched_groundtruth_centers,0,3.0,885.0,270.0,5.0,4,2,890.0,266.0,3.5,0.534296028880866,True,101,4.0,890.0,266.0,4.034296028880866
6,1,matched_groundtruth_centers,0,6.0,931.0,8.0,5.0,6,3,935.5,14.5,6.0,1.2529039370034436,True,102,6.0,935.0,14.0,4.965703971119134
15,1,matched_groundtruth_centers,0,19.0,11.0,513.0,4.0,20,13,5.866666666666666,511.5,4.0,0.7088046104533167,True,103,20.0,5.5290037831021435,511.0,4.372005044136191
4,1,matched_groundtruth_centers,0,10.0,515.0,654.0,4.0,10,1,516.0,660.0,3.5,0.534296028880866,True,104,10.0,516.0,660.0,4.034296028880866
8,1,matched_groundtruth_centers,0,14.0,323.0,288.0,5.0,15,3,315.0,288.0,3.5,0.534296028880866,True,105,15.0,315.0,288.0,4.034296028880866
8,1,matched_groundtruth_centers,0,15.0,34.0,396.0,4.0,15,5,27.5,394.0,4.5,0.5214005544352327,True,106,15.0,27.0,394.0,4.352153667054715
8,1,matched_groundtruth_centers,0,18.0,445.0,134.0,4.0,19,0,449.5,128.5,4.0,0.7899444317292723,True,107,19.0,449.0,128.0,4.352153667054715
6,1,matched_groundtruth_centers,0,9.0,195.0,206.0,4.0,9,4,196.0,200.0,3.5,0.534296028880866,True,108,9.0,196.0,200.0,4.034296028880866
5,1,matched_groundtruth_centers,0,13.0,658.0,393.0,4.0,13,4,651.5,390.5,4.0,0.7899444317292723,True,109,13.0,651.0,390.0,4.352153667054715
5,1,matched_groundtruth_centers,0,3.0,653.0,8.0,4.0,3,3,659.0,13.5,4.0,0.6115653728098763,True,110,3.0,659.0,13.0,4.352153667054715
8,1,matched_groundtruth_centers,0,15.0,71.0,254.0,4.0,15,7,66.5,249.5,4.0,0.7899444317292723,True,111,15.0,66.0,249.0,4.352153667054715
6,1,matched_groundtruth_centers,0,6.0,164.0,164.0,4.0,6,1,156.5,167.0,4.5,0.5214005544352327,True,112,6.0,156.0,167.0,4.352153667054715
5,1,matched_groundtruth_centers,0,2.0,978.0,379.0,5.0,2,1,982.0,372.5,4.0,0.6115653728098763,True,113,2.0,982.0,372.0,4.352153667054715
