center_x,center_y,center_z,eligible_three_frame_input,even_label,file,frame,length_voxels,odd_label
190.5,66.0,166.0,False,54,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,13.892443989449804,53
72.5,101.0,154.0,False,56,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,18.138357147217054,55
258.5,156.0,140.0,False,58,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,16.76305461424021,57
100.5,70.5,126.0,False,60,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,10.099504938362077,59
201.5,73.5,127.0,False,62,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,16.673332000533065,61
144.5,216.0,108.5,False,64,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,13.038404810405298,63
256.5,203.5,126.0,False,66,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,14.352700094407323,65
119.0,228.0,137.0,False,68,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,12.649110640673518,67
267.0,133.0,137.5,False,70,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,15.394804318340652,69
172.5,116.5,138.0,False,72,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,16.06237840420901,71
216.0,111.0,123.0,False,74,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,14.422205101855956,73
119.0,181.0,53.0,False,76,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,12.806248474865697,75
111.5,145.5,77.5,False,78,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,17.291616465790582,77
168.96236559139786,107.5,73.5,False,80,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,16.79324118429576,79
34.5,144.5,90.0,False,82,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,15.033296378372908,81
99.0,191.0,88.0,False,84,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,15.362291495737216,83
120.0,106.5,92.0,False,86,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,13.0,85
142.5,114.0,92.5,False,88,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,19.6468827043885,87
148.5,129.5,93.0,False,90,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,15.033296378372908,89
99.5,109.5,97.0,False,92,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,16.792855623746664,91
65.0,97.5,112.0,False,94,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,17.0,93
75.5,136.0,105.5,False,96,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,19.6468827043885,95
175.5,202.0,138.0,False,98,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,15.132745950421556,97
33.5,194.0,140.0,False,100,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,18.138357147217054,99
247.6340206185567,204.93298969072166,40.96134020618557,False,102,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,19.648008539235484,101
298.0,152.0,44.0,False,104,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,14.560219778561036,103
250.0,126.5,46.5,False,106,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,17.029386365926403,105
260.0,207.0,77.0,False,108,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,15.362291495737216,107
195.0,65.0,84.0,False,110,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,10.198039027185569,109
247.0,124.0,94.5,False,112,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,16.0312195418814,111
317.0,123.0,79.5,False,114,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,12.68857754044952,113
215.5,179.5,63.5,False,116,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,16.822603841260722,115
36.5,169.0,74.0,False,118,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,11.704699910719626,117
164.0,220.5,88.0,False,120,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,15.394804318340652,119
172.5,185.0,91.0,False,122,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,14.45683229480096,121
307.0,194.5,80.0,False,124,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,14.866068747318506,123
35.0,104.5,83.5,False,126,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,13.92838827718412,125
252.0,59.0,90.5,False,128,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,17.11724276862369,127
274.5,174.5,98.5,False,130,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,15.84297951775486,129
309.0,170.5,102.0,False,132,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,15.132745950421556,131
300.4137323943662,86.41901408450704,118.5,False,134,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,14.040171858220654,133
197.5,137.5,118.5,False,136,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,15.329709716755891,135
225.0,101.5,137.0,False,138,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,16.522711641858304,137
304.5,157.0,138.5,False,140,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,1,15.811388300841896,139
79.5,141.0,43.0,True,142,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,15.524174696260024,141
141.5,215.5,57.0,True,144,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,17.4928556845359,143
114.5,150.5,57.0,True,146,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,15.811388300841896,145
128.0,191.5,58.5,True,148,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,12.24744871391589,147
97.0,132.0,85.0,True,150,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,14.560219778561036,149
232.5,199.0,115.5,True,152,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,14.491376746189438,151
208.5,96.0,43.0,True,154,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,16.522711641858304,153
192.5,212.0,88.5,True,156,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,16.911534525287763,155
44.0,200.0,118.5,True,158,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,18.35755975068582,157
123.5,227.5,86.5,True,160,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,10.344080432788601,159
289.0,109.5,53.5,True,164,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,15.165750888103101,163
320.5,188.5,55.0,True,166,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,17.60681686165901,165
284.5,67.0,136.5,True,168,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,11.74734012447073,167
26.5,154.0,65.0,True,170,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,19.313207915827967,169
165.0,128.0,76.5,True,172,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,12.206555615733702,171
163.5,96.0,74.5,True,174,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,16.792855623746664,173
188.5,167.5,76.5,True,176,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,17.97220075561143,175
139.0,249.0,101.0,True,178,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,14.142135623730951,177
50.5,117.5,113.0,True,180,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,10.677078252031311,179
167.0,146.0,136.5,True,182,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,15.264337522473747,181
305.5,99.5,52.0,True,184,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,17.832554500127006,183
184.5,95.0,64.5,True,186,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,12.727922061357855,185
248.0,216.5,69.5,True,188,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,15.556349186104045,187
249.0,197.0,96.0,True,190,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,14.966629547095765,189
279.0,217.0,92.0,True,192,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,13.114877048604,191
208.5,126.5,125.0,True,194,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,17.029386365926403,193
283.0,188.0,78.0,True,196,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,15.0996688705415,195
170.0,220.5,91.0,True,198,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,18.138357147217054,197
275.5,61.0,111.5,True,200,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,2,17.4928556845359,199
261.0,134.0,33.0,True,204,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,3,15.362291495737216,203
150.0,171.0,42.0,True,206,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,3,17.549928774784245,205
180.5,157.0,64.5,True,208,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,3,13.038404810405298,207
216.0,227.0,106.0,True,210,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,3,18.110770276274835,209
192.5,82.5,78.0,True,212,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,3,17.378147196982766,211
126.0,228.5,63.5,True,214,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,3,15.937377450509228,213
271.0,90.5,72.5,True,216,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,3,15.297058540778355,215
63.0,84.0,120.0,True,218,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,3,23.323807579381203,217
162.0,83.0,114.5,True,220,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,3,19.4164878389476,219
37.0,126.5,133.0,True,222,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,3,19.924858845171276,221
273.5,62.0,111.0,True,224,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,3,17.0,223
319.5,120.5,53.0,True,226,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,3,14.7648230602334,225
72.0,227.0,116.0,True,228,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,3,18.0,227
170.5,68.5,82.0,True,230,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,3,16.55294535724685,229
84.5,234.0,103.0,True,232,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,3,12.68857754044952,231
98.5,183.5,110.5,True,234,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,3,13.076696830622021,233
99.5,163.5,140.5,True,236,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,3,15.066519173319364,235
166.5,221.5,128.0,True,238,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,3,9.899494936611665,237
272.5,209.0,61.0,True,240,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,3,14.730919862656235,239
226.0,215.5,64.0,True,242,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,3,15.652475842498529,241
304.5,219.5,112.0,True,244,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,3,12.409673645990857,243
141.5,129.0,35.5,True,246,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,14.352700094407323,245
270.0,183.5,41.0,True,248,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,16.0312195418814,247
138.5,195.5,40.5,True,250,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,15.066519173319364,249
100.5,189.5,56.0,True,252,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,15.937377450509228,251
111.5,221.0,55.5,True,254,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,13.038404810405298,253
91.0,109.0,63.5,True,256,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,11.704699910719626,255
322.5,88.5,78.5,True,258,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,15.066519173319364,257
104.0,186.5,90.5,True,260,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,20.248456731316587,259
78.0,205.75,93.5,True,262,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,16.03901493234544,261
163.0,70.0,100.5,True,264,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,16.76305461424021,263
277.0,108.5,85.5,True,266,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,16.792855623746664,265
248.5,84.5,92.0,True,268,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,17.029386365926403,267
263.0,80.0,145.5,True,270,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,16.15549442140351,269
230.5,187.0,127.0,True,272,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,14.035668847618199,271
167.5,217.5,130.0,True,274,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,18.275666882497067,273
208.0,152.0,119.0,True,276,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,16.61324772583615,275
155.5,77.0,145.5,True,278,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,12.569805089976535,277
228.0,216.0,59.0,True,280,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,13.416407864998739,279
69.0,92.5,82.0,True,282,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,17.46424919657298,281
306.0,174.0,79.0,True,284,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,18.973665961010276,283
103.0,186.0,107.5,True,286,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,11.532562594670797,285
23.5,184.0,110.0,True,288,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,13.74772708486752,287
29.0,175.0,99.5,True,290,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,16.278820596099706,289
300.0,124.0,59.5,True,292,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,15.132745950421556,291
98.0,188.5,42.5,True,294,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,13.92838827718412,293
152.0,172.5,94.5,True,296,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,17.146428199482248,295
81.5,174.5,115.0,True,298,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,15.033296378372908,297
275.5,160.5,121.5,True,300,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,19.87460691435179,299
279.0,89.5,115.0,True,302,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,15.264337522473747,301
307.0,221.5,87.5,True,304,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,14.352700094407323,303
126.5,228.0,61.0,True,306,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,4,16.64331697709324,305
197.5,132.5,38.0,True,308,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,5,17.378147196982766,307
255.5,178.0,66.0,True,310,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,5,17.578395831246947,309
40.0,126.0,86.0,True,312,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,5,18.547236990991408,311
126.0,218.5,94.5,True,314,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,5,18.275666882497067,313
136.0,79.0,105.0,True,316,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,5,17.204650534085253,315
92.0,61.5,92.5,True,318,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,5,16.55294535724685,317
293.0,136.5,92.5,True,320,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,5,15.297058540778355,319
228.5,165.0,115.0,True,322,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,5,17.233687939614086,321
116.5,225.0,105.0,True,324,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,5,16.76305461424021,323
273.0,76.0,85.5,True,326,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,5,19.209372712298546,325
156.0,173.0,92.5,True,328,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,5,15.7797338380595,327
283.0,79.5,121.0,True,330,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,5,15.652475842498529,329
84.0,165.5,93.0,True,332,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,5,18.138357147217054,331
234.0,106.0,46.0,True,334,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,5,12.806248474865697,333
303.5,108.0,94.0,True,336,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,5,12.206555615733702,335
141.0,157.5,100.0,True,338,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,5,11.704699910719626,337
238.5,200.0,111.0,True,340,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,5,10.04987562112089,339
209.0,67.0,147.0,True,342,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,5,11.832159566199232,341
153.5,225.0,132.5,True,344,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,5,13.19090595827292,343
155.5,79.5,134.0,True,346,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,5,15.937377450509228,345
309.0,81.5,109.0,True,450,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,5,15.0,449
188.5,117.5,39.0,True,348,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,6,18.275666882497067,347
211.0,65.5,88.0,True,350,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,6,11.180339887498949,349
221.5,139.0,137.5,True,352,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,6,17.378147196982766,351
158.0,67.0,115.0,True,354,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,6,19.595917942265423,353
108.0,169.5,52.0,True,356,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,6,14.317821063276353,355
294.0,160.5,46.0,True,358,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,6,10.816653826391969,357
211.0,98.5,57.5,True,360,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,6,13.19090595827292,359
270.5,114.0,65.0,True,362,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,6,16.881943016134134,361
190.0,148.5,97.0,True,364,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,6,8.06225774829855,363
227.5,184.5,148.5,True,366,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,6,13.96424004376894,365
84.5,204.0,59.0,True,368,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,7,15.7797338380595,367
156.0,101.5,75.5,True,370,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,7,12.083045973594572,369
226.0,85.5,74.5,True,372,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,7,19.748417658131498,371
43.0,99.0,83.5,True,374,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,7,14.177446878757825,373
115.0,71.5,96.0,True,376,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,7,13.30413469565007,375
285.5,191.5,114.5,True,378,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,7,17.74823934929885,377
199.0,114.0,88.5,True,380,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,7,18.027756377319946,379
141.5,201.5,109.0,True,382,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,7,17.4928556845359,381
38.0,124.5,142.5,True,384,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,7,17.4928556845359,383
265.5,227.5,145.0,True,386,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,7,16.186414056238647,385
115.0,245.5,66.0,True,388,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,7,18.027756377319946,387
222.0,210.0,101.5,True,390,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,7,16.76305461424021,389
326.0,182.5,102.0,True,392,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,7,10.44030650891055,391
94.5,213.0,131.0,True,394,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,7,11.704699910719626,393
162.5,89.0,134.0,True,444,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,7,16.15549442140351,443
67.0,69.0,99.5,True,446,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,7,14.866068747318506,445
154.0,63.0,157.5,True,462,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,7,13.74772708486752,461
190.0,169.5,44.0,True,396,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,8,16.0312195418814,395
81.0,84.0,98.0,True,398,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,8,16.0,397
312.5,80.5,137.5,True,402,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,8,14.52583904633395,401
90.5,203.0,60.0,True,404,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,8,16.76305461424021,403
258.0,157.5,52.5,True,406,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,8,11.045361017187261,405
262.5,56.5,77.0,True,408,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,8,9.486832980505138,407
166.5,83.0,85.5,True,410,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,8,16.911534525287763,409
131.5,249.0,124.0,True,412,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,8,10.816653826391969,411
144.0,121.0,64.0,True,414,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,8,14.696938456699069,413
197.5,120.5,56.5,True,416,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,9,15.066519173319364,415
140.0,143.0,44.0,True,418,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,9,14.2828568570857,417
250.0,115.0,62.0,True,420,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,9,18.0,419
116.5,118.5,59.5,True,422,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,9,14.52583904633395,421
297.959074605452,188.9988880918221,85.96811334289814,True,424,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,9,8.61550833504517,423
260.5,115.0,77.5,True,426,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,9,14.491376746189438,425
122.5,86.0,100.5,True,428,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,9,12.884098726725126,427
317.5,147.5,88.0,True,430,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,9,17.4928556845359,429
205.0,184.5,135.0,True,432,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,9,13.152946437965905,431
301.5,168.5,141.5,True,434,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,9,14.798648586948742,433
172.0,164.5,116.0,True,436,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,9,15.7797338380595,435
229.0,104.5,152.0,True,438,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,9,15.524174696260024,437
239.5,221.5,45.0,True,440,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,9,19.026297590440446,439
241.0,232.5,74.0,True,442,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,9,11.0,441
43.5,147.0,92.0,True,448,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,9,15.394804318340652,447
264.5,72.0,132.5,True,454,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,9,11.916375287812984,453
243.0,49.5,116.0,True,458,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,9,12.36931687685298,457
69.5,135.0,124.0,True,460,DARE3d_data_190326/Gastruloid_241025/trainingset/movie2/label/movie2.tif,9,12.68857754044952,459
197.5,85.0,54.5,False,2,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,1,13.92838827718412,1
71.0,175.5,47.0,False,32,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,1,9.219544457292887,31
168.5,325.5,49.5,True,4,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,2,8.660254037844387,3
126.0,272.0,48.5,True,6,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,2,14.035668847618199,5
148.0,234.5,58.5,True,10,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,2,11.74734012447073,9
300.0,223.5,59.5,True,12,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,2,11.575836902790225,11
210.5,150.5,39.0,True,14,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,2,12.083045973594572,13
133.0,187.0,67.0,True,16,DARE3d_data_190326/Gastruloid_241025/trainingset/movie3/label/movie3.tif,2,15.620499351813308,15
